date;gender;age;nation;comment
2025-03-10;Male;39;Switzerland;Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me.
2020-02-02;Female;43;Austria;The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues.
2020-09-17;Male;45;Czech Republic;It handles large loads effortlessly while still delivering spotless results. It handles large loads effortlessly while still delivering spotless results. I appreciate how quietly this machne operates during a full load. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly.
2025-01-04;Male;69;Czech Republic;
2023-12-14;Female;66;Czech Republic;The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings.
2022-03-23;Male;40;Germany;
2020-12-17;Male;41;Switzerland;The cost doesn't match the quality, I expected more at this price. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price. I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price.
2024-06-30;Female;43;Austria;It leaks water frequently, making the laundry area a mess every time I run it. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it.
2024-12-07;Female;45;Germany;Service team was accommodating and provided clear instructions to fix the problem. Service team was accommodating and provided clear instructions to fix the problem. Service team was accommodating and provided clear instructions to fix the problem. Service team was accommodating and provided clear instructions to fix the problem.
2025-04-09;Male;45;Germany;The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue.
2024-09-27;Female;53;Austria;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium. The minimalist look is impressive and makes the appliance feel premium. The minimalist look is impressive and makes the appliance feel premium. The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2024-08-12;Female;58;Germany;I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. The wash cycle works okay but nothing special to write home about.
2023-07-10;Male;62;Switzerland;I appreciate how quietly this machne operates during a full load. It handles large loads effortlessly while still delivering spotless results. I appreciate how quietly this machne operates during a full load.
2021-12-22;Female;44;Poland;The customer servce was extremely responsive and resolved my issue within hours. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional.
2020-06-09;Female;47;Austria;I appreciate how quietly this machne operates during a full load. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. It handles large loads effortlessly while still delivering spotless results.
2024-02-10;Female;31;Germany;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2022-06-20;Female;41;Poland;The minimalist look is impressive and makes the appliance feel premium. The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2019-10-13;Female;40;Germany;This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. The design feels outdated and does not appeal to me at all.
2023-07-29;Female;36;Switzerland;Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations.
2024-01-06;Female;39;Germany;The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me.
2024-09-22;Female;62;Switzerland;I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs. Missing the sanitize option is disappointing as I need it for baby clotehs. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs.
2021-03-19;Male;48;Austria;Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle.
2023-12-05;Male;38;Austria;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium.
2024-08-02;Female;35;Czech Republic;The temperature control feature is fine but could use more granular settings. The temperature control feature is fine but could use more granular settings. I find the delay timer feature adequate but not very intuitive. I find the delay timer feature adequate but not very intuitive.
2020-04-04;Male;29;Germany;
2021-11-05;Female;58;Switzerland;I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs.
2022-05-27;Female;32;Austria;The customer servce was extremely responsive and resolved my issue within hours. I got a helpful reply from the support team quickly, very professional. Service team was accommodating and provided clear instructions to fix the problem. I got a helpful reply from the support team quickly, very professional.
2025-04-28;Male;35;Austria;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it. The spin cycle is noisy and shakes violently, which is very concerning. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it. The spin cycle is noisy and shakes violently, which is very concerning. The spin cycle is noisy and shakes violently, which is very concerning.
2024-12-06;Female;37;Germany;The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge.
2022-11-08;Female;30;Austria;The cost doesn't match the quality, I expected more at this price. The cost doesn't match the quality, I expected more at this price. The cost doesn't match the quality, I expected more at this price. The cost doesn't match the quality, I expected more at this price. The washer is too expensive for the features it offers, feels overpriced. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price.
2025-01-07;Female;65;Austria;I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap.
2021-05-07;Male;58;Czech Republic;Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge.
2021-12-27;Female;37;Germany;The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market.
2021-04-24;Male;33;Austria;Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included.
2025-01-11;Female;41;Austria;I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap.
2024-06-27;Male;42;Germany;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The spin cycle is noisy and shakes violently, which is very concerning. The spin cycle is noisy and shakes violently, which is very concerning. The spin cycle is noisy and shakes violently, which is very concerning. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
2023-11-24;Female;36;Germany;I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. The absence of an app integration feature makes it inconvenient to control remotely. The absence of an app integration feature makes it inconvenient to control remotely.
2020-05-27;Female;50;Poland;The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies.
2022-10-16;Female;35;Germany;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium. The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2024-03-03;Male;29;Austria;
2021-03-21;Female;40;Czech Republic;Service team was accommodating and provided clear instructions to fix the problem. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. Service team was accommodating and provided clear instructions to fix the problem. I got a helpful reply from the support team quickly, very professional.
2025-02-17;Male;66;Austria;
2024-07-20;Male;56;Austria;It handles large loads effortlessly while still delivering spotless results. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. I appreciate how quietly this machne operates during a full load.
2019-10-11;Female;44;Germany;Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me.
2024-05-07;Female;40;Czech Republic;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
2021-11-14;Female;51;Czech Republic;The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me.
2023-02-17;Female;33;Poland;Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me.
2024-01-21;Female;43;Germany;I appreciate how quietly this machne operates during a full load. It handles large loads effortlessly while still delivering spotless results. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly.
2021-08-09;Female;49;Poland;The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response.
2022-03-04;Male;37;Austria;This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor.
2020-12-02;Male;36;Austria;I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues.
2022-12-15;Female;30;Switzerland;The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me.
2023-12-08;Female;49;Germany;The cost doesn't match the quality, I expected more at this price. I regret paying such a high price when budget models perform similarly. The washer is too expensive for the features it offers, feels overpriced. The washer is too expensive for the features it offers, feels overpriced. The cost doesn't match the quality, I expected more at this price. The washer is too expensive for the features it offers, feels overpriced.
2023-01-31;Female;39;Germany;It handles large loads effortlessly while still delivering spotless results. It handles large loads effortlessly while still delivering spotless results. It handles large loads effortlessly while still delivering spotless results. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly.
2025-03-27;Female;40;Germany;The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge.
2023-04-06;Female;23;Austria;The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable.
2023-07-16;Female;28;Switzerland;The design feels outdated and does not appeal to me at all. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap.
2019-10-04;Female;60;Austria;The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings.
2023-05-26;Female;37;Czech Republic;
2023-05-29;Male;30;Czech Republic;Considering the energy savings, the price point is quite attractive. Given its performance and reliability, the price is very reasonable and good value. I feel the cost is justified given the premium features included.
2025-03-20;Male;31;Germany;The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings.
2023-12-27;Female;36;Germany;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it. The spin cycle is noisy and shakes violently, which is very concerning. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
2022-08-19;Female;45;Germany;The absence of an app integration feature makes it inconvenient to control remotely. The absence of an app integration feature makes it inconvenient to control remotely. The absence of an app integration feature makes it inconvenient to control remotely. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs.
2021-03-09;Female;62;Czech Republic;
2022-05-07;Female;69;Switzerland;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2021-09-26;Female;55;Germany;I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings. I find the delay timer feature adequate but not very intuitive.
2020-12-06;Female;36;Czech Republic;The wash cycle works okay but nothing special to write home about. The wash cycle works okay but nothing special to write home about. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about.
2023-12-02;Female;57;Czech Republic;The eco mode saves so much water and energy, making laundry days more sustainable. I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies.
2021-02-17;Male;41;Switzerland;I find the delay timer feature adequate but not very intuitive. I find the delay timer feature adequate but not very intuitive. I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm. The cycle presets are okay but sometimes I have to manually tweak tehm.
2023-10-20;Female;50;Germany;
2021-01-23;Female;42;Austria;The temperature control feature is fine but could use more granular settings. I find the delay timer feature adequate but not very intuitive. I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings.
2020-02-05;Female;27;Austria;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2022-11-05;Male;45;Austria;The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2021-10-12;Female;52;Czech Republic;
2021-07-09;Female;65;Austria;Given its performance and reliability, the price is very reasonable and good value. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included. I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value.
2022-03-26;Female;26;Poland;I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs. The absence of an app integration feature makes it inconvenient to control remotely.
2020-12-24;Female;34;Switzerland;The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle.
2021-03-15;Female;65;Germany;The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. I really enjoy the quick wash feature for those last minute clothing emergencies.
2025-03-21;Female;42;Austria;Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad.
2020-12-23;Female;32;Germany;The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response.
2020-05-03;Male;25;Czech Republic;It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. The wash cycle works okay but nothing special to write home about.
2021-04-20;Male;40;Germany;I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me.
2025-01-15;Male;59;Germany;
2019-05-14;Female;44;Switzerland;I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. I find the bulky design quite unattractive and it clashes with my decor.
2024-03-07;Male;39;Germany;Service response was average and lacked detailed explanations. Service response was average and lacked detailed explanations. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me.
2025-03-04;Female;62;Germany;The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs.
2023-09-17;Female;33;Germany;This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. The design feels outdated and does not appeal to me at all.
2020-06-12;Male;39;Switzerland;The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. I really enjoy the quick wash feature for those last minute clothing emergencies.
2024-12-22;Female;64;Poland;
2020-10-30;Female;67;Switzerland;Given its performance and reliability, the price is very reasonable and good value. I feel the cost is justified given the premium features included. I feel the cost is justified given the premium features included. I feel the cost is justified given the premium features included. I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value. Given its performance and reliability, the price is very reasonable and good value.
2019-12-24;Female;44;Switzerland;The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price seems average compared to otehr machines in the market.
2020-09-02;Male;37;Germany;It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues.
2022-03-31;Female;43;Germany;The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue.
2023-11-05;Female;65;Germany;I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value. Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. Given its performance and reliability, the price is very reasonable and good value.
2024-04-03;Male;34;Austria;The customer servce was extremely responsive and resolved my issue within hours. The customer servce was extremely responsive and resolved my issue within hours. Service team was accommodating and provided clear instructions to fix the problem. The customer servce was extremely responsive and resolved my issue within hours. Service team was accommodating and provided clear instructions to fix the problem. I got a helpful reply from the support team quickly, very professional.
2021-03-07;Male;70;Austria;I find the bulky design quite unattractive and it clashes with my decor. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor.
2025-01-20;Female;57;Czech Republic;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2019-12-21;Male;43;Germany;Given its performance and reliability, the price is very reasonable and good value. Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value.
2022-01-31;Male;31;Czech Republic;I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value. I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value. I feel the cost is justified given the premium features included. Considering the energy savings, the price point is quite attractive.
2021-09-23;Female;39;Czech Republic;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium.
2024-05-29;Male;46;Germany;The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2022-11-03;Female;31;Austria;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2019-12-05;Female;39;Austria;
2021-08-19;Female;27;Austria;Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me.
2020-07-11;Female;55;Austria;The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable.
2023-04-06;Female;57;Germany;It leaks water frequently, making the laundry area a mess every time I run it. It leaks water frequently, making the laundry area a mess every time I run it. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The spin cycle is noisy and shakes violently, which is very concerning. The spin cycle is noisy and shakes violently, which is very concerning.
2024-08-15;Female;25;Austria;The wash cycle works okay but nothing special to write home about. The wash cycle works okay but nothing special to write home about. The wash cycle works okay but nothing special to write home about. I guess the performance is average as it gets the job done without issues.
2022-07-27;Male;51;Switzerland;I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings.
2023-02-25;Female;59;Austria;
2023-02-07;Female;34;Switzerland;
2023-05-24;Female;64;Czech Republic;The customer servce rep seemed uninterested and couldn't solve my issue. The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response.
2023-03-30;Male;36;Germany;Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations.
2020-02-29;Female;41;Germany;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2022-07-04;Female;51;Poland;Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me.
2023-01-01;Female;55;Austria;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2020-12-03;Male;37;Germany;The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue.
2020-03-16;Female;44;Austria;The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge.
